qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned
87	NZ_CP059496.1	58	134	2322	2398	7.04e-23	113	92.208	56	5826	138	0.5579710144927537
87	NZ_CP054478.1	58	134	77	153	7.04e-23	113	92.208	56	5685	138	0.5579710144927537
87	NZ_CP041068.1	58	136	36434	36512	2.46e-22	112	91.139	57	48599	138	0.572463768115942
87	NC_004604.2	58	136	46670	46748	2.46e-22	112	91.139	57	53865	138	0.572463768115942
87	NZ_CP010587.1	58	136	1079	1157	2.46e-22	112	91.139	57	76260	138	0.572463768115942
87	NZ_CP086210.1	58	136	73705	73783	2.46e-22	112	91.139	57	75940	138	0.572463768115942
87	CP095862.1	58	136	77875	77953	2.46e-22	112	91.139	57	81028	138	0.572463768115942
87	NZ_CP085448.1	58	136	30228	30306	2.46e-22	112	91.139	57	102911	138	0.572463768115942
87	NZ_CP085423.1	58	136	13165	13243	2.46e-22	112	91.139	57	48257	138	0.572463768115942
87	NZ_CP043499.1	59	137	1186171	1186249	2.46e-22	112	91.139	57	1961522	138	0.572463768115942
87	NZ_CP023319.1	58	136	76066	76144	2.46e-22	112	91.139	57	76501	138	0.572463768115942
87	NZ_CP058266.1	59	137	100584	100662	2.46e-22	112	91.139	57	110362	138	0.572463768115942
87	NZ_CP058269.1	58	136	44700	44778	2.46e-22	112	91.139	57	51244	138	0.572463768115942
87	NZ_CP048892.1	58	136	18577	18655	2.46e-22	112	91.139	57	45372	138	0.572463768115942
87	NZ_CP065337.1	58	136	39188	39266	2.46e-22	112	91.139	57	76839	138	0.572463768115942
87	NZ_CP146500.1	58	136	80382	80460	2.46e-22	112	91.139	57	82352	138	0.572463768115942
87	NZ_CP127877.1	58	136	20528	20606	2.46e-22	112	91.139	57	77412	138	0.572463768115942
87	NZ_CP129011.1	58	136	10434	10512	2.46e-22	112	91.139	57	53597	138	0.572463768115942
87	NZ_CP144206.1	55	135	1675314	1675394	2.46e-22	111	90.123	59	2641039	138	0.5869565217391305
87	NZ_CP025513.1	58	135	543438	543515	8.57e-22	110	91.026	57	1172176	138	0.5652173913043478
87	NZ_CP072477.1	59	136	38128	38205	8.57e-22	110	91.026	57	126990	138	0.5652173913043478
87	NZ_CP083371.1	58	135	1814269	1814346	8.57e-22	110	91.026	57	1913930	138	0.5652173913043478
87	NZ_CP083374.1	58	135	153566	153643	8.57e-22	110	91.026	57	946878	138	0.5652173913043478
87	NZ_CP092390.1	59	136	4874	4951	8.57e-22	110	91.026	57	50994	138	0.5652173913043478
87	NZ_CP069303.1	59	136	3330236	3330313	8.57e-22	110	91.026	57	4605385	138	0.5652173913043478
87	NZ_CP069303.1	59	136	4465701	4465778	8.57e-22	110	91.026	57	4605385	138	0.5652173913043478
87	NZ_CP069303.1	59	99	4444104	4444144	4.75e-06	57.2	90.244	57	4605385	138	0.2971014492753623
87	NZ_CP044012.1	59	136	180264	180341	8.57e-22	110	91.026	57	1138596	138	0.5652173913043478
87	NZ_CP140268.1	59	136	43680	43757	8.57e-22	110	91.026	57	410312	138	0.5652173913043478
87	NZ_CP154910.1	59	136	5719	5796	8.57e-22	110	91.026	57	6379	138	0.5652173913043478
87	NZ_CP154916.1	59	136	8	85	8.57e-22	110	91.026	57	6642	138	0.5652173913043478
87	NZ_CP130478.1	59	136	30580	30657	8.57e-22	110	91.026	57	56911	138	0.5652173913043478
87	NZ_CP043858.1	56	135	235457	235536	8.57e-22	109	90.000	58	237519	138	0.5797101449275363
87	NZ_CP143580.1	62	136	372307	372381	8.57e-22	109	92.000	54	747526	138	0.5434782608695652
87	LR134122.1	59	135	51333	51409	2.99e-21	108	90.909	56	568228	138	0.5579710144927537
87	LR134122.1	59	134	51450	51525	1.04e-20	106	90.789	56	568228	138	0.5507246376811594
87	NZ_CP015881.1	59	135	1223516	1223592	2.99e-21	108	90.909	56	1736943	138	0.5579710144927537
87	NZ_CP015882.1	59	135	1211093	1211169	2.99e-21	108	90.909	56	1459374	138	0.5579710144927537
87	NZ_CP084487.1	59	135	1023047	1023123	2.99e-21	108	90.909	56	1681071	138	0.5579710144927537
87	CP061244.1	59	135	1148473	1148549	2.99e-21	108	90.909	56	1412998	138	0.5579710144927537
87	NZ_CP063398.1	59	135	707535	707611	2.99e-21	108	90.909	56	750237	138	0.5579710144927537
87	NZ_CP093325.1	59	135	5433786	5433862	2.99e-21	108	90.909	56	5519593	138	0.5579710144927537
87	NZ_CP093325.1	59	135	5490940	5491016	2.99e-21	108	90.909	56	5519593	138	0.5579710144927537
87	NZ_CP093325.1	59	135	5510738	5510814	2.99e-21	108	90.909	56	5519593	138	0.5579710144927537
87	NZ_CP093325.1	62	134	5365006	5365078	4.44e-19	101	90.411	56	5519593	138	0.5289855072463768
87	NZ_CP098808.1	59	135	1239393	1239469	2.99e-21	108	90.909	56	1753114	138	0.5579710144927537
87	NZ_CP085438.1	58	134	45367	45443	2.99e-21	108	90.909	56	54908	138	0.5579710144927537
87	NZ_CP085439.1	58	134	26452	26528	2.99e-21	108	90.909	56	54879	138	0.5579710144927537
87	NZ_CP085440.1	58	134	15024	15100	2.99e-21	108	90.909	56	54872	138	0.5579710144927537
87	NZ_CP101518.1	59	135	1686365	1686441	2.99e-21	108	90.909	56	1781172	138	0.5579710144927537
87	NZ_CP101519.1	59	135	983044	983120	2.99e-21	108	90.909	56	1586769	138	0.5579710144927537
87	NZ_CP115947.1	59	135	1450175	1450251	2.99e-21	108	90.909	56	2326525	138	0.5579710144927537
87	NZ_CP115947.1	59	135	1450665	1450741	2.99e-21	108	90.909	56	2326525	138	0.5579710144927537
87	NZ_CP121309.1	59	135	1222090	1222166	2.99e-21	108	90.909	56	1736931	138	0.5579710144927537
87	NZ_CP121310.1	59	135	1210541	1210617	2.99e-21	108	90.909	56	1459375	138	0.5579710144927537
87	NZ_CP070008.1	59	135	33139	33215	2.99e-21	108	90.909	56	198318	138	0.5579710144927537
87	NZ_CP049249.1	59	135	898578	898654	2.99e-21	108	90.909	56	1207714	138	0.5579710144927537
87	NZ_CP104991.1	59	135	766319	766395	2.99e-21	108	90.909	56	806102	138	0.5579710144927537
87	NZ_CP129873.1	59	135	543274	543350	2.99e-21	108	90.909	56	727204	138	0.5579710144927537
87	NZ_CP129873.1	59	134	543391	543466	1.04e-20	106	90.789	56	727204	138	0.5507246376811594
87	NZ_CP129740.1	59	135	106042	106118	2.99e-21	108	90.909	56	228963	138	0.5579710144927537
87	NZ_CP129740.1	59	134	106159	106234	1.04e-20	106	90.789	56	228963	138	0.5507246376811594
87	NZ_CP134663.1	59	135	3307811	3307887	2.99e-21	108	90.909	56	4902913	138	0.5579710144927537
87	NZ_CP102590.1	59	135	615011	615087	2.99e-21	108	90.909	56	1442636	138	0.5579710144927537
87	NZ_CP059498.1	62	135	2307	2380	2.99e-21	107	91.892	54	5826	138	0.5362318840579711
87	NZ_CP069428.1	62	135	8503	8576	2.99e-21	107	91.892	54	16835	138	0.5362318840579711
87	CP147646.1	62	135	95235	95308	2.99e-21	107	91.892	54	136811	138	0.5362318840579711
87	NC_012811.1	59	134	766236	766311	1.04e-20	106	90.789	55	1261460	138	0.5507246376811594
87	NZ_CP082364.1	61	135	173256	173330	3.65e-20	104	90.667	54	395960	138	0.5434782608695652
87	NZ_CP016468.1	72	127	189511	189566	6.59e-17	93.3	96.429	41	220332	138	0.4057971014492754
87	CP117684.1	72	127	180851	180906	6.59e-17	93.3	96.429	41	591981	138	0.4057971014492754
87	NZ_AP025313.1	77	127	6461	6512	6.17e-11	73.4	92.308	37	13754	138	0.3695652173913043
87	NZ_AP025313.1	77	127	11722	11773	6.17e-11	73.4	92.308	37	13754	138	0.3695652173913043
88	NZ_OL790696.1	1	132	3819967	3820093	5.50e-43	180	90.909	99	4795340	133	0.9924812030075187
88	NZ_OL790696.1	6	132	4726990	4727111	2.85e-40	171	90.551	99	4795340	133	0.9548872180451128
88	NZ_OL790696.1	7	83	3811749	3811825	4.83e-31	140	100.000	99	4795340	133	0.5789473684210527
88	CP099174.1	1	132	524135	524261	5.50e-43	180	90.909	99	1310597	133	0.9924812030075187
88	CP099174.1	7	83	515917	515993	4.83e-31	140	100.000	99	1310597	133	0.5789473684210527
88	CP044307.1	1	132	63157	63283	5.50e-43	180	90.909	99	149516	133	0.9924812030075187
88	NZ_CP141089.1	1	132	1110197	1110323	5.50e-43	180	90.909	99	4938057	133	0.9924812030075187
88	NZ_CP141089.1	7	83	1101980	1102056	4.83e-31	140	100.000	99	4938057	133	0.5789473684210527
88	CP054241.1	3	132	99080	99204	6.70e-42	177	90.769	98	834193	133	0.9774436090225563
88	CP054241.1	7	83	90860	90936	4.83e-31	140	100.000	98	834193	133	0.5789473684210527
88	NZ_CP019447.1	6	132	93005	93127	2.34e-41	174	90.625	95	96883	133	0.9548872180451128
88	NZ_OY843411.1	6	132	65564	65685	2.85e-40	171	90.551	95	93760	133	0.9548872180451128
88	OX345449.1	1	114	16074	16182	1.48e-37	161	92.105	86	16182	133	0.8571428571428571
88	OX345449.1	7	83	6640	6716	2.05e-29	135	98.701	86	16182	133	0.5789473684210527
88	CP088748.1	6	91	1983	2068	6.28e-36	156	100.000	65	8897	133	0.6466165413533834
88	NZ_CP020346.1	1	92	272599	272690	3.96e-32	144	94.565	69	325255	133	0.6917293233082706
88	NZ_OL790812.1	7	83	3105827	3105903	2.05e-29	135	98.701	62	4088254	133	0.5789473684210527
88	NZ_OL790811.1	7	83	3085145	3085221	2.05e-29	135	98.701	62	4077070	133	0.5789473684210527
88	OX345321.1	7	83	6560	6636	2.05e-29	135	98.701	58	16011	133	0.5789473684210527
88	NZ_AP026896.1	5	83	4562759	4562837	8.73e-28	130	96.203	59	4944632	133	0.5939849624060151
88	NZ_CP010448.1	6	83	99084	99161	3.05e-27	128	96.154	59	101277	133	0.5864661654135338
88	NZ_CP115947.1	7	83	1449844	1449920	5.51e-24	117	93.506	59	2326525	133	0.5789473684210527
88	NZ_CP115947.1	7	83	1450334	1450410	5.51e-24	117	93.506	59	2326525	133	0.5789473684210527
88	NZ_CP119424.1	5	84	1806575	1806654	3.05e-27	127	95.000	60	2139191	133	0.6015037593984962
88	NZ_CP077849.1	3	85	483868	483950	1.58e-24	119	91.566	62	3658084	133	0.6240601503759399
88	NZ_CP077849.1	4	85	483745	483826	5.51e-24	117	91.463	62	3658084	133	0.6165413533834586
88	NZ_CP077849.1	7	85	483535	483613	2.34e-22	112	91.139	62	3658084	133	0.5939849624060151
88	NZ_CP104448.1	3	85	428661	428743	1.58e-24	119	91.566	62	4092895	133	0.6240601503759399
88	NZ_CP104448.1	4	85	428538	428619	5.51e-24	117	91.463	62	4092895	133	0.6165413533834586
88	NZ_CP104448.1	7	85	428328	428406	2.34e-22	112	91.139	62	4092895	133	0.5939849624060151
88	CP075839.1	4	81	15146	15223	1.58e-24	119	93.590	59	160814	133	0.5864661654135338
88	NZ_CP048065.1	7	83	33447	33522	1.58e-24	118	94.805	58	37211	133	0.5789473684210527
88	NZ_CP082364.1	7	79	173081	173153	8.17e-22	110	93.151	55	395960	133	0.5488721804511278
88	NZ_CP085722.1	4	79	56013	56088	9.96e-21	106	90.789	57	76154	133	0.5714285714285714
88	NZ_CP085716.1	4	79	55741	55816	9.96e-21	106	90.789	57	107792	133	0.5714285714285714
88	NZ_CP033045.1	15	79	484182	484246	3.47e-20	104	95.385	49	551486	133	0.48872180451127817
88	NZ_CP116511.1	16	78	302096	302158	4.23e-19	101	95.238	47	484059	133	0.47368421052631576
88	NZ_CP143580.1	7	78	371771	371842	1.48e-18	99.6	90.278	54	747526	133	0.5413533834586466
88	NZ_CP143580.1	16	78	371205	371267	5.16e-18	96.9	93.651	54	747526	133	0.47368421052631576
88	NZ_CP067132.1	17	77	148507	148567	2.67e-15	88.7	91.803	46	420573	133	0.45864661654135336
89	CP125156.1	1	132	5236792	5236923	3.43e-58	230	98.485	100	5369247	132	1.0
89	CP125156.1	1	110	529500	529609	3.01e-46	190	98.182	100	5369247	132	0.8333333333333334
89	CP125156.1	1	58	97523	97580	2.17e-16	92.4	94.828	100	5369247	132	0.4393939393939394
89	NZ_CP098163.1	27	110	9439	9522	7.57e-35	152	100.000	64	11523	132	0.6363636363636364
89	NZ_CP129856.1	27	110	536827	536910	7.57e-35	152	100.000	83	550231	132	0.6363636363636364
89	NZ_CP129856.1	1	62	151681	151742	1.46e-18	99.6	95.161	83	550231	132	0.4696969696969697
89	NZ_CP129856.1	1	58	106803	106860	2.17e-16	92.4	94.828	83	550231	132	0.4393939393939394
90	CP125156.1	1	131	4712690	4712820	2.29e-60	237	100.000	100	5369247	131	1.0
90	CP125156.1	2	131	3875179	3875308	8.00e-60	235	100.000	100	5369247	131	0.9923664122137404
90	CP125156.1	1	131	4712446	4712576	3.19e-52	210	95.420	100	5369247	131	1.0
90	NZ_CP129771.1	1	131	626112	626242	2.29e-60	237	100.000	100	691891	131	1.0
90	NZ_CP129771.1	1	131	625868	625998	3.19e-52	210	95.420	100	691891	131	1.0
90	NZ_CP019447.1	1	131	93131	93261	9.74e-59	233	99.237	100	96883	131	1.0
90	LR134122.1	1	131	208682	208812	1.19e-57	228	98.473	100	568228	131	1.0
90	LR134124.1	1	131	415344	415474	1.19e-57	228	98.473	100	791406	131	1.0
90	LR134124.1	1	131	415101	415231	2.61e-53	214	96.183	100	791406	131	1.0
90	NC_009716.1	1	131	3249	3379	1.19e-57	228	98.473	100	6511	131	1.0
90	NZ_CP077309.1	1	131	153780	153910	1.19e-57	228	98.473	100	606597	131	1.0
90	NZ_CP077309.1	2	131	77800	77929	4.14e-57	226	98.462	100	606597	131	0.9923664122137404
90	NZ_CP077309.1	2	131	277178	277307	4.14e-57	226	98.462	100	606597	131	0.9923664122137404
90	NZ_OP009360.1	1	131	7341	7471	1.19e-57	228	98.473	100	9083	131	1.0
90	NZ_CP098164.1	2	131	3654	3782	4.14e-57	227	99.231	99	10329	131	0.9923664122137404
90	NZ_LN868944.1	1	131	724921	725051	5.05e-56	224	97.710	100	727905	131	1.0
90	NZ_LN868944.1	1	131	724676	724806	6.15e-55	219	96.947	100	727905	131	1.0
90	CP088634.1	1	131	437	567	5.05e-56	224	97.710	100	6560	131	1.0
90	CP088766.1	1	131	2656	2786	5.05e-56	224	97.710	100	19839	131	1.0
90	CP061244.1	1	131	1348570	1348700	5.05e-56	224	97.710	100	1412998	131	1.0
90	NZ_OL790696.1	1	131	3820097	3820227	5.05e-56	224	97.710	100	4795340	131	1.0
90	NZ_OL790696.1	1	131	4445450	4445580	5.05e-56	224	97.710	100	4795340	131	1.0
90	NZ_OL790696.1	1	131	4486822	4486952	5.05e-56	224	97.710	100	4795340	131	1.0
90	NZ_OL790696.1	1	131	4628433	4628563	5.05e-56	224	97.710	100	4795340	131	1.0
90	NZ_OL790696.1	1	131	4727115	4727245	5.05e-56	224	97.710	100	4795340	131	1.0
90	CP099174.1	1	131	524265	524395	5.05e-56	224	97.710	100	1310597	131	1.0
90	NZ_OY843411.1	1	131	65689	65819	5.05e-56	224	97.710	100	93760	131	1.0
90	NZ_CP141089.1	1	131	1110327	1110457	5.05e-56	224	97.710	100	4938057	131	1.0
90	NZ_CP141089.1	1	131	1805054	1805184	5.05e-56	224	97.710	100	4938057	131	1.0
90	NZ_CP141089.1	1	131	1846146	1846276	5.05e-56	224	97.710	100	4938057	131	1.0
90	NZ_CP141089.1	1	131	1979913	1980043	5.05e-56	224	97.710	100	4938057	131	1.0
90	NZ_CP141089.1	1	131	2073542	2073672	5.05e-56	224	97.710	100	4938057	131	1.0
90	NZ_CP134663.1	1	131	3521983	3522113	5.05e-56	224	97.710	100	4902913	131	1.0
90	NZ_CP134663.1	1	131	4203728	4203858	5.05e-56	224	97.710	100	4902913	131	1.0
90	NZ_CP134663.1	1	131	4203483	4203613	6.15e-55	219	96.947	100	4902913	131	1.0
90	CP088420.1	1	131	1224	1354	6.15e-55	219	96.947	100	10930	131	1.0
90	CP054241.1	1	131	99208	99338	6.15e-55	219	96.947	100	834193	131	1.0
90	NC_021742.1	3	131	40110	40238	7.49e-54	215	96.899	98	44107	131	0.9847328244274809
90	NZ_CP091811.1	3	131	1910	2038	7.49e-54	215	96.899	98	16129	131	0.9847328244274809
90	NZ_CP087347.1	4	131	1	128	2.61e-53	214	96.875	98	5402	131	0.9770992366412213
90	NZ_OL790812.1	1	131	3105948	3106078	3.19e-52	210	95.420	100	4088254	131	1.0
90	NZ_OL790812.1	1	130	3973885	3974014	1.11e-51	208	95.385	100	4088254	131	0.9923664122137404
90	NZ_OL790812.1	1	131	3671424	3671554	1.35e-50	205	94.656	100	4088254	131	1.0
90	NZ_OL790811.1	1	130	3085266	3085395	1.11e-51	208	95.385	100	4077070	131	0.9923664122137404
90	NZ_OL790811.1	1	130	3963205	3963334	1.11e-51	208	95.385	100	4077070	131	0.9923664122137404
90	NZ_OL790811.1	1	130	3653969	3654098	4.73e-50	204	94.615	100	4077070	131	0.9923664122137404
90	NZ_CP090424.1	1	131	15610	15737	1.11e-51	208	95.420	100	42189	131	1.0
90	CP088748.1	2	131	2109	2239	1.35e-50	205	95.455	99	8897	131	0.9923664122137404
90	NZ_CP072651.1	1	131	19951	20081	1.65e-49	201	93.893	100	54778	131	1.0
90	NZ_CP070573.1	1	126	828	952	8.55e-47	193	94.444	96	4515	131	0.9618320610687023
90	CP101342.1	1	72	36687	36758	1.27e-25	122	97.222	55	36758	131	0.549618320610687
90	CP044307.1	66	131	63352	63419	1.45e-18	98.7	92.647	50	149516	131	0.5038167938931297
91	OW969824.1	2	129	160725	160852	4.95e-56	223	98.438	99	232048	129	0.9922480620155039
91	OW969824.1	2	129	167893	168020	4.95e-56	223	98.438	99	232048	129	0.9922480620155039
91	NZ_CP060739.1	2	128	2797	2923	1.73e-55	221	98.425	98	27019	129	0.9844961240310077
91	NZ_AP023451.1	2	128	4535	4661	1.73e-55	221	98.425	98	22328	129	0.9844961240310077
91	NZ_CP056437.1	2	128	6785	6911	1.73e-55	221	98.425	98	48726	129	0.9844961240310077
91	NZ_CP056131.1	2	128	39054	39180	1.73e-55	221	98.425	98	78977	129	0.9844961240310077
91	CP138909.1	2	128	21876	22002	1.73e-55	221	98.425	98	36411	129	0.9844961240310077
91	CP137936.1	2	129	190475	190602	2.10e-54	218	97.656	99	365120	129	0.9922480620155039
91	NZ_CP020505.1	3	129	37878	38004	2.40e-47	194	93.701	98	47999	129	0.9844961240310077
91	NZ_OL790696.1	3	129	1766201	1766327	2.40e-47	194	93.701	98	4795340	129	0.9844961240310077
92	NZ_CP022158.1	1	129	16263	16391	1.42e-56	224	98.450	100	47900	129	1.0
92	NZ_MF062700.1	1	129	28555	28683	1.42e-56	224	98.450	100	60206	129	1.0
92	NZ_CP049262.1	1	129	92312	92440	1.42e-56	224	98.450	100	105136	129	1.0
92	CP125156.1	1	129	3382440	3382568	6.03e-55	220	97.674	100	5369247	129	1.0
92	NZ_CP026400.1	2	127	59972	60097	6.88e-48	196	94.444	98	60248	129	0.9767441860465116
92	NZ_CP091082.1	2	127	79402	79527	6.88e-48	196	94.444	98	90290	129	0.9767441860465116
92	NZ_CP104682.1	2	127	153474	153599	6.88e-48	196	94.444	98	210107	129	0.9767441860465116
92	NZ_AP022448.1	2	127	26372	26497	6.88e-48	196	94.444	98	87293	129	0.9767441860465116
93	CP125156.1	1	123	3331885	3332007	4.64e-56	223	100.000	100	5369247	123	1.0
93	CP125156.1	1	101	3251908	3252008	8.97e-40	169	97.030	100	5369247	123	0.8211382113821138
93	CP125156.1	1	89	3257625	3257713	5.66e-36	157	98.876	100	5369247	123	0.7235772357723578
93	CP125156.1	69	123	3321206	3321260	1.62e-17	96.0	98.182	100	5369247	123	0.44715447154471544
93	NZ_CP129873.1	1	123	120207	120330	8.40e-53	212	98.387	100	727204	123	1.0
93	NZ_CP129873.1	1	101	115323	115423	8.97e-40	169	97.030	100	727204	123	0.8211382113821138
93	NZ_CP129873.1	1	89	130964	131052	5.66e-36	157	98.876	100	727204	123	0.7235772357723578
93	NZ_CP129873.1	69	123	191870	191924	3.82e-19	100	100.000	100	727204	123	0.44715447154471544
93	CP088875.1	1	122	200924	201046	1.25e-50	205	97.561	99	393046	123	0.991869918699187
93	CP088875.1	5	120	198519	198637	8.97e-40	168	92.437	99	393046	123	0.943089430894309
93	CP088875.1	3	89	156795	156881	6.90e-35	153	98.851	99	393046	123	0.7073170731707317
93	NZ_CP079635.1	3	92	35700	35789	1.62e-36	159	98.889	99	1039047	123	0.7317073170731707
93	NZ_OL790696.1	3	92	1820143	1820232	1.98e-35	154	97.778	99	4795340	123	0.7317073170731707
93	NZ_CP114132.1	3	92	243997	244086	1.62e-36	159	98.889	99	438722	123	0.7317073170731707
93	NZ_CP141089.1	3	92	4068864	4068953	1.62e-36	159	98.889	99	4938057	123	0.7317073170731707
93	NZ_CP126949.1	1	122	6220	6342	1.52e-49	201	96.748	99	145212	123	0.991869918699187
93	NZ_CP126949.1	5	120	3820	3938	8.97e-40	168	92.437	99	145212	123	0.943089430894309
93	CP061244.1	1	122	530569	530691	6.45e-48	196	95.935	99	1412998	123	0.991869918699187
93	CP061244.1	5	120	528165	528283	8.97e-40	168	92.437	99	1412998	123	0.943089430894309
93	CP061244.1	1	89	486827	486915	5.66e-36	157	98.876	99	1412998	123	0.7235772357723578
93	NZ_CP134663.1	1	122	2810968	2811090	6.45e-48	196	95.935	99	4902913	123	0.991869918699187
93	NZ_CP134663.1	5	120	2808564	2808682	3.81e-38	164	91.597	99	4902913	123	0.943089430894309
93	NZ_CP134663.1	1	88	2792352	2792439	4.65e-37	159	100.000	99	4902913	123	0.7154471544715447
93	NZ_CP056259.1	1	123	580	708	1.17e-44	185	91.473	100	82097	123	1.0
93	NZ_CP056259.1	1	123	3092	3220	1.17e-44	185	91.473	100	82097	123	1.0
93	NZ_CP056241.1	1	123	58631	58759	1.17e-44	185	91.473	100	82097	123	1.0
93	NZ_CP056241.1	1	123	61143	61271	1.17e-44	185	91.473	100	82097	123	1.0
93	NZ_OL790812.1	2	123	2432796	2432917	1.09e-38	166	91.057	99	4088254	123	0.991869918699187
93	NZ_OL790812.1	2	123	2432385	2432506	1.33e-37	161	90.244	99	4088254	123	0.991869918699187
93	NZ_OL790812.1	8	84	2433126	2433202	1.17e-25	122	94.805	99	4088254	123	0.6260162601626016
93	NZ_OL790811.1	2	123	2454332	2454453	1.09e-38	166	91.057	99	4077070	123	0.991869918699187
93	NZ_OL790811.1	2	123	2453921	2454042	1.33e-37	161	90.244	99	4077070	123	0.991869918699187
93	NZ_OL790811.1	8	84	2454662	2454738	1.17e-25	122	94.805	99	4077070	123	0.6260162601626016
93	OX345170.1	1	94	41288	41381	1.33e-37	161	97.872	76	43521	123	0.7642276422764228
93	OX345170.1	4	90	40321	40407	6.90e-35	153	98.851	76	43521	123	0.7073170731707317
93	OX345605.1	1	94	19288	19381	1.33e-37	161	97.872	76	21530	123	0.7642276422764228
93	OX345605.1	4	90	18321	18407	6.90e-35	153	98.851	76	21530	123	0.7073170731707317
93	NZ_CP022016.1	1	85	303706	303790	1.98e-35	154	100.000	72	473456	123	0.6910569105691057
93	NZ_CP022016.1	4	88	249481	249565	1.02e-32	145	97.647	72	473456	123	0.6910569105691057
93	CP075030.1	1	92	151442	151533	1.62e-36	158	97.826	76	301781	123	0.7479674796747967
93	CP148755.1	1	92	397159	397250	1.62e-36	158	97.826	75	500287	123	0.7479674796747967
93	CP148763.1	1	92	93982	94073	1.62e-36	158	97.826	75	500307	123	0.7479674796747967
93	CP148763.1	4	90	93016	93102	6.90e-35	153	98.851	75	500307	123	0.7073170731707317
93	CP148763.1	1	92	104888	104980	2.41e-34	151	96.774	75	500307	123	0.7479674796747967
93	NZ_CP148876.1	1	92	92735	92826	1.62e-36	158	97.826	75	499069	123	0.7479674796747967
93	NZ_CP148876.1	1	92	103641	103732	1.62e-36	158	97.826	75	499069	123	0.7479674796747967
93	NZ_CP148876.1	4	90	91769	91855	6.90e-35	153	98.851	75	499069	123	0.7073170731707317
93	OX345322.1	1	92	8559	8650	1.62e-36	158	97.826	75	11350	123	0.7479674796747967
93	OX345322.1	4	88	7592	7676	8.40e-34	150	98.824	75	11350	123	0.6910569105691057
93	CP110741.1	1	89	30635	30723	3.57e-32	143	95.506	72	308467	123	0.7235772357723578
93	CP110748.1	1	89	285432	285520	3.57e-32	143	95.506	72	310601	123	0.7235772357723578
93	NZ_LR890179.1	1	89	64676	64764	3.57e-32	143	95.506	72	303850	123	0.7235772357723578
93	NC_009035.1	4	91	72724	72810	1.52e-30	138	95.455	75	116763	123	0.7154471544715447
93	NC_009035.1	1	89	73083	73172	5.30e-30	137	94.444	75	116763	123	0.7235772357723578
93	NC_009035.1	4	85	72859	72940	1.85e-29	135	96.341	75	116763	123	0.6666666666666666
93	NC_009035.1	4	92	72967	73055	1.85e-29	134	93.258	75	116763	123	0.7235772357723578
93	CP144833.1	7	90	170203	170285	9.59e-27	126	94.048	68	297036	123	0.6829268292682927
93	NZ_AP026896.1	7	85	3022944	3023022	4.08e-25	121	93.671	64	4944632	123	0.6422764227642277
93	NZ_CP090497.1	16	89	450296	450369	1.09e-19	102	92.000	60	598737	123	0.6016260162601627
93	NZ_CP089387.1	69	123	10310	10364	1.98e-16	91.5	96.364	45	10423	123	0.44715447154471544
93	NZ_CP015514.1	13	69	831284	831340	3.58e-13	81.5	91.228	46	925374	123	0.4634146341463415
93	NZ_CP062152.1	13	69	476404	476460	3.58e-13	81.5	91.228	46	882154	123	0.4634146341463415
93	NZ_CP062152.1	13	69	476747	476803	3.58e-13	81.5	91.228	46	882154	123	0.4634146341463415
94	NZ_CP098171.1	1	119	86867	86985	2.80e-52	211	99.160	100	233713	119	1.0
95	NZ_CP098171.1	1	116	85907	86022	1.40e-49	201	98.276	100	233713	116	1.0
96	CP125156.1	1	102	4715866	4715967	9.01e-45	185	100.000	100	5369247	102	1.0
96	CP125156.1	4	54	3878357	3878407	1.86e-15	88.7	98.039	100	5369247	102	0.5
96	NZ_CP129771.1	4	102	629294	629392	1.63e-41	175	98.990	97	691891	102	0.9705882352941176
96	LR134124.1	4	102	418534	418631	1.25e-36	158	95.960	97	791406	102	0.9705882352941176
96	NZ_CP077309.1	8	68	80963	81023	3.59e-18	97.8	95.082	67	606597	102	0.5980392156862745
96	NZ_CP077309.1	8	68	156945	157005	3.59e-18	97.8	95.082	67	606597	102	0.5980392156862745
96	NZ_CP077309.1	1	54	280335	280387	6.49e-15	86.0	96.296	67	606597	102	0.5294117647058824
96	NZ_CP098164.1	4	54	6846	6896	1.86e-15	88.7	98.039	50	10329	102	0.5
96	LR134122.1	4	54	211870	211921	7.91e-14	82.4	96.154	50	568228	102	0.5
96	NZ_CP019447.1	15	62	96325	96372	9.63e-13	78.8	95.833	47	96883	102	0.47058823529411764
96	NZ_LN868944.1	15	54	1348	1387	4.10e-11	73.4	100.000	39	727905	102	0.39215686274509803
96	CP088748.1	15	54	5309	5348	4.10e-11	73.4	100.000	39	8897	102	0.39215686274509803
96	CP061244.1	15	54	1351764	1351803	4.10e-11	73.4	100.000	39	1412998	102	0.39215686274509803
96	NZ_OL790696.1	15	54	4448653	4448692	4.10e-11	73.4	100.000	39	4795340	102	0.39215686274509803
96	NZ_OL790696.1	15	54	4490025	4490064	4.10e-11	73.4	100.000	39	4795340	102	0.39215686274509803
96	NZ_OL790696.1	15	54	4730318	4730357	4.10e-11	73.4	100.000	39	4795340	102	0.39215686274509803
96	NZ_CP141089.1	15	54	1808258	1808297	4.10e-11	73.4	100.000	39	4938057	102	0.39215686274509803
96	NZ_CP141089.1	15	54	1849349	1849388	4.10e-11	73.4	100.000	39	4938057	102	0.39215686274509803
