qseqid	sseqid	qstart	qend	sstart	send	evalue	bitscore	pident	qcovs	slen	qlen	q_perc_aligned	overlapped_bases	coverage_percentage	bases_covered
28_R	NZ_CP103730.1	1	6727	30876	37602	0.0	12132.0	100.0	100	262225	6727	1.0	0	86.24	226143.0
35_R	NZ_CP103730.1	1	3881	38423	42303	0.0	7000.0	100.0	100	262225	3881	1.0	0	86.24	226143.0
30	NZ_CP103730.1	1	4881	43125	48005	0.0	8803.0	100.0	100	262225	4881	1.0	0	86.24	226143.0
56	NZ_CP103730.1	1	418	48946	49363	0.0	755.0	100.0	100	262225	418	1.0	0	86.24	226143.0
24	NZ_CP103730.1	1	17994	49736	67730	0.0	32444.0	99.994	100	262225	17994	1.0	0	86.24	226143.0
27_R	NZ_CP103730.1	1	8792	69113	77904	0.0	15856.0	100.0	100	262225	8792	1.0	0	86.24	226143.0
23_R	NZ_CP103730.1	1	19616	84166	103781	0.0	35376.0	100.0	100	262225	19616	1.0	0	86.24	226143.0
27	NZ_CP103730.1	1	8792	110043	118834	0.0	15856.0	100.0	100	262225	8792	1.0	0	86.24	226143.0
22	NZ_CP103730.1	1	21725	120217	141941	0.0	39179.0	100.0	100	262225	21725	1.0	0	86.24	226143.0
38_R	NZ_CP103730.1	1	2030	141942	143971	0.0	3644.0	99.803	100	262225	2030	1.0	0	86.24	226143.0
19_R	NZ_CP103730.1	3493	38393	147602	182502	0.0	62703.0	99.848	91	262225	38393	0.9090459198291356	0	86.24	226143.0
42	NZ_CP103730.1	1	1432	182941	184372	0.0	2583.0	100.0	100	262225	1432	1.0	0	86.24	226143.0
15_R	NZ_CP103730.1	1	76999	185141	262225	0.0	138600.0	99.873	99	262225	78036	0.9867112614690656	0	86.24	226143.0
22	NZ_CP107453.1	1	21725	9628	31352	0.0	39179.0	100.0	100	175839	21725	1.0	0	82.42	144933.0
38_R	NZ_CP107453.1	1	2030	31353	33382	0.0	3644.0	99.803	100	175839	2030	1.0	0	82.42	144933.0
19_R	NZ_CP107453.1	3493	38393	37013	71913	0.0	62703.0	99.848	91	175839	38393	0.9090459198291356	0	82.42	144933.0
42	NZ_CP107453.1	1	1432	72352	73783	0.0	2583.0	100.0	100	175839	1432	1.0	0	82.42	144933.0
15_R	NZ_CP107453.1	1	78036	74552	152669	0.0	140300.0	99.811	100	175839	78036	1.0	0	82.42	144933.0
28	NZ_CP107453.1	1	6727	153491	160217	0.0	12132.0	100.0	100	175839	6727	1.0	0	82.42	144933.0
42_R	NZ_CP110144.1	1	1432	14097	15528	0.0	2583.0	100.0	100	238814	1432	1.0	0	83.82	200180.0
19	NZ_CP110144.1	1	34901	15967	50867	0.0	62694.0	99.842	91	238814	38393	0.9090459198291356	0	83.82	200180.0
38	NZ_CP110144.1	1	2030	54498	56526	0.0	3640.0	99.803	100	238814	2030	1.0	0	83.82	200180.0
22_R	NZ_CP110144.1	1	21725	56527	78251	0.0	39179.0	100.0	100	238814	21725	1.0	0	83.82	200180.0
23	NZ_CP110144.1	1	19616	79641	99256	0.0	35376.0	100.0	100	238814	19616	1.0	0	83.82	200180.0
24_R	NZ_CP110144.1	1	17994	100646	118640	0.0	32444.0	99.994	100	238814	17994	1.0	0	83.82	200180.0
30_R	NZ_CP110144.1	1	4881	120371	125251	0.0	8803.0	100.0	100	238814	4881	1.0	0	83.82	200180.0
35	NZ_CP110144.1	1	3881	126073	129953	0.0	7000.0	100.0	100	238814	3881	1.0	0	83.82	200180.0
27_R	NZ_CP110144.1	1	8792	133590	142381	0.0	15851.0	99.989	100	238814	8792	1.0	0	83.82	200180.0
28	NZ_CP110144.1	1	6727	145820	152546	0.0	12128.0	99.985	100	238814	6727	1.0	0	83.82	200180.0
26_R	NZ_CP110144.1	1	13407	159793	173199	0.0	24179.0	100.0	99	238814	13480	0.9945845697329376	0	83.82	200180.0
15	NZ_CP110144.1	1	64708	174021	238814	0.0	116500.0	99.849	83	238814	78036	0.8292070326515967	0	83.82	200180.0
24_R	NZ_CP121128.1	4918	17994	1	13078	0.0	23577.0	99.992	73	247179	17994	0.7267422474158053	0	86.36	213471.0
56_R	NZ_CP121128.1	1	418	13451	13868	0.0	755.0	100.0	100	247179	418	1.0	0	86.36	213471.0
30_R	NZ_CP121128.1	1	4881	14809	19689	0.0	8803.0	100.0	100	247179	4881	1.0	0	86.36	213471.0
35	NZ_CP121128.1	1	3881	20511	24391	0.0	7000.0	100.0	100	247179	3881	1.0	0	86.36	213471.0
27_R	NZ_CP121128.1	1	8792	28028	36819	0.0	15856.0	100.0	100	247179	8792	1.0	0	86.36	213471.0
26_R	NZ_CP121128.1	1	13480	46127	59606	0.0	24310.0	100.0	100	247179	13480	1.0	0	86.36	213471.0
28_R	NZ_CP121128.1	1	6727	60427	67153	0.0	12132.0	100.0	100	247179	6727	1.0	0	86.36	213471.0
32_R	NZ_CP121128.1	1	4388	71412	75799	0.0	7914.0	100.0	100	247179	4388	1.0	0	86.36	213471.0
15	NZ_CP121128.1	1	78036	76823	154944	0.0	140500.0	99.873	100	247179	78036	1.0	0	86.36	213471.0
42_R	NZ_CP121128.1	1	1432	155713	157144	0.0	2583.0	100.0	100	247179	1432	1.0	0	86.36	213471.0
19	NZ_CP121128.1	1	34901	157583	192483	0.0	62703.0	99.848	91	247179	38393	0.9090459198291356	0	86.36	213471.0
38	NZ_CP121128.1	1	2030	196114	198143	0.0	3644.0	99.803	100	247179	2030	1.0	0	86.36	213471.0
22_R	NZ_CP121128.1	1	21725	198144	219868	0.0	39179.0	100.0	100	247179	21725	1.0	0	86.36	213471.0
23	NZ_CP121128.1	1	19616	221258	240873	0.0	35376.0	100.0	100	247179	19616	1.0	0	86.36	213471.0
26	NZ_CP121130.1	1	13480	3017	16496	0.0	24310.0	100.0	100	247178	13480	1.0	0	85.63	211660.0
27	NZ_CP121130.1	1	8792	25804	34595	0.0	15856.0	100.0	100	247178	8792	1.0	0	85.63	211660.0
35_R	NZ_CP121130.1	1	3881	38232	42112	0.0	7000.0	100.0	100	247178	3881	1.0	0	85.63	211660.0
30	NZ_CP121130.1	1	4881	42934	47814	0.0	8803.0	100.0	100	247178	4881	1.0	0	85.63	211660.0
56	NZ_CP121130.1	1	418	48755	49172	0.0	755.0	100.0	100	247178	418	1.0	0	85.63	211660.0
24	NZ_CP121130.1	1	17994	49545	67539	0.0	32444.0	99.994	100	247178	17994	1.0	0	85.63	211660.0
23_R	NZ_CP121130.1	1	19616	68929	88544	0.0	35376.0	100.0	100	247178	19616	1.0	0	85.63	211660.0
22	NZ_CP121130.1	1	21725	89934	111658	0.0	39179.0	100.0	100	247178	21725	1.0	0	85.63	211660.0
38_R	NZ_CP121130.1	1	2030	111659	113688	0.0	3644.0	99.803	100	247178	2030	1.0	0	85.63	211660.0
19_R	NZ_CP121130.1	3493	38393	117319	152219	0.0	62703.0	99.848	91	247178	38393	0.9090459198291356	0	85.63	211660.0
42	NZ_CP121130.1	1	1432	152658	154089	0.0	2583.0	100.0	100	247178	1432	1.0	0	85.63	211660.0
15_R	NZ_CP121130.1	1	78036	154858	232979	0.0	140500.0	99.872	100	247178	78036	1.0	0	85.63	211660.0
32	NZ_CP121130.1	1	4388	234003	238389	0.0	7906.0	99.977	100	247178	4388	1.0	0	85.63	211660.0
27	NZ_CP121132.1	1	8792	2060	10851	0.0	15856.0	100.0	100	247177	8792	1.0	0	88.35	218388.0
35_R	NZ_CP121132.1	1	3881	14488	18368	0.0	7000.0	100.0	100	247177	3881	1.0	0	88.35	218388.0
30	NZ_CP121132.1	1	4881	19190	24070	0.0	8803.0	100.0	100	247177	4881	1.0	0	88.35	218388.0
56	NZ_CP121132.1	1	418	25011	25428	0.0	755.0	100.0	100	247177	418	1.0	0	88.35	218388.0
24	NZ_CP121132.1	1	17994	25801	43795	0.0	32444.0	99.994	100	247177	17994	1.0	0	88.35	218388.0
23_R	NZ_CP121132.1	1	19616	45185	64800	0.0	35376.0	100.0	100	247177	19616	1.0	0	88.35	218388.0
22	NZ_CP121132.1	1	21725	66190	87914	0.0	39179.0	100.0	100	247177	21725	1.0	0	88.35	218388.0
38_R	NZ_CP121132.1	1	2030	87915	89944	0.0	3644.0	99.803	100	247177	2030	1.0	0	88.35	218388.0
19_R	NZ_CP121132.1	3493	38393	93575	128475	0.0	62703.0	99.848	91	247177	38393	0.9090459198291356	0	88.35	218388.0
42	NZ_CP121132.1	1	1432	128914	130345	0.0	2583.0	100.0	100	247177	1432	1.0	0	88.35	218388.0
15_R	NZ_CP121132.1	1	78036	131114	209235	0.0	140500.0	99.872	100	247177	78036	1.0	0	88.35	218388.0
32	NZ_CP121132.1	1	4388	210259	214646	0.0	7914.0	100.0	100	247177	4388	1.0	0	88.35	218388.0
28	NZ_CP121132.1	1	6727	218905	225631	0.0	12132.0	100.0	100	247177	6727	1.0	0	88.35	218388.0
26	NZ_CP121132.1	1	13480	226452	239931	0.0	24310.0	100.0	100	247177	13480	1.0	0	88.35	218388.0
22	NZ_CP121134.1	10306	21725	1	11420	0.0	20595.0	100.0	100	247179	21725	1.0	0	88.35	218388.0
38_R	NZ_CP121134.1	1	2030	11421	13450	0.0	3644.0	99.803	100	247179	2030	1.0	0	88.35	218388.0
19_R	NZ_CP121134.1	3493	38393	17081	51981	0.0	62703.0	99.848	91	247179	38393	0.9090459198291356	0	88.35	218388.0
42	NZ_CP121134.1	1	1432	52420	53851	0.0	2583.0	100.0	100	247179	1432	1.0	0	88.35	218388.0
15_R	NZ_CP121134.1	1	78036	54620	132741	0.0	140500.0	99.872	100	247179	78036	1.0	0	88.35	218388.0
32	NZ_CP121134.1	1	4388	133765	138152	0.0	7914.0	100.0	100	247179	4388	1.0	0	88.35	218388.0
28	NZ_CP121134.1	1	6727	142411	149137	0.0	12132.0	100.0	100	247179	6727	1.0	0	88.35	218388.0
26	NZ_CP121134.1	1	13480	149958	163437	0.0	24310.0	100.0	100	247179	13480	1.0	0	88.35	218388.0
27	NZ_CP121134.1	1	8792	172745	181536	0.0	15856.0	100.0	100	247179	8792	1.0	0	88.35	218388.0
35_R	NZ_CP121134.1	1	3881	185173	189053	0.0	7000.0	100.0	100	247179	3881	1.0	0	88.35	218388.0
30	NZ_CP121134.1	1	4881	189875	194755	0.0	8803.0	100.0	100	247179	4881	1.0	0	88.35	218388.0
56	NZ_CP121134.1	1	418	195696	196113	0.0	755.0	100.0	100	247179	418	1.0	0	88.35	218388.0
24	NZ_CP121134.1	1	17994	196486	214480	0.0	32444.0	99.994	100	247179	17994	1.0	0	88.35	218388.0
23_R	NZ_CP121134.1	1	19616	215870	235485	0.0	35376.0	100.0	100	247179	19616	1.0	0	88.35	218388.0
22	NZ_CP121134.1	1	10305	236875	247179	0.0	18585.0	100.0	100	247179	21725	1.0	0	88.35	218388.0
26_R	NZ_CP121136.1	1	13480	9307	22786	0.0	24310.0	100.0	100	247177	13480	1.0	0	88.35	218387.0
28_R	NZ_CP121136.1	1	6727	23607	30333	0.0	12132.0	100.0	100	247177	6727	1.0	0	88.35	218387.0
32_R	NZ_CP121136.1	1	4388	34592	38979	0.0	7914.0	100.0	100	247177	4388	1.0	0	88.35	218387.0
15	NZ_CP121136.1	1	78036	40003	118124	0.0	140500.0	99.873	100	247177	78036	1.0	0	88.35	218387.0
42_R	NZ_CP121136.1	1	1432	118893	120324	0.0	2583.0	100.0	100	247177	1432	1.0	0	88.35	218387.0
19	NZ_CP121136.1	1	34901	120763	155663	0.0	62703.0	99.848	91	247177	38393	0.9090459198291356	0	88.35	218387.0
38	NZ_CP121136.1	1	2030	159294	161322	0.0	3635.0	99.754	100	247177	2030	1.0	0	88.35	218387.0
22_R	NZ_CP121136.1	1	21725	161323	183047	0.0	39179.0	100.0	100	247177	21725	1.0	0	88.35	218387.0
23	NZ_CP121136.1	1	19616	184437	204052	0.0	35376.0	100.0	100	247177	19616	1.0	0	88.35	218387.0
24_R	NZ_CP121136.1	1	17994	205442	223436	0.0	32444.0	99.994	100	247177	17994	1.0	0	88.35	218387.0
56_R	NZ_CP121136.1	1	418	223809	224226	0.0	755.0	100.0	100	247177	418	1.0	0	88.35	218387.0
30_R	NZ_CP121136.1	1	4881	225167	230047	0.0	8803.0	100.0	100	247177	4881	1.0	0	88.35	218387.0
35	NZ_CP121136.1	1	3881	230869	234749	0.0	7000.0	100.0	100	247177	3881	1.0	0	88.35	218387.0
27_R	NZ_CP121136.1	1	8792	238386	247177	0.0	15856.0	100.0	100	247177	8792	1.0	0	88.35	218387.0
32_R	NZ_CP121138.1	1	4388	2858	7245	0.0	7914.0	100.0	100	247159	4388	1.0	0	88.36	218388.0
15	NZ_CP121138.1	1	78036	8269	86390	0.0	140500.0	99.873	100	247159	78036	1.0	0	88.36	218388.0
42_R	NZ_CP121138.1	1	1432	87159	88590	0.0	2583.0	100.0	100	247159	1432	1.0	0	88.36	218388.0
19	NZ_CP121138.1	1	34901	89029	123929	0.0	62703.0	99.848	91	247159	38393	0.9090459198291356	0	88.36	218388.0
38	NZ_CP121138.1	1	2030	127560	129589	0.0	3644.0	99.803	100	247159	2030	1.0	0	88.36	218388.0
22_R	NZ_CP121138.1	1	21725	129590	151314	0.0	39179.0	100.0	100	247159	21725	1.0	0	88.36	218388.0
23	NZ_CP121138.1	1	19616	152704	172319	0.0	35376.0	100.0	100	247159	19616	1.0	0	88.36	218388.0
24_R	NZ_CP121138.1	1	17994	173709	191703	0.0	32444.0	99.994	100	247159	17994	1.0	0	88.36	218388.0
56_R	NZ_CP121138.1	1	418	192076	192493	0.0	755.0	100.0	100	247159	418	1.0	0	88.36	218388.0
30_R	NZ_CP121138.1	1	4881	193434	198314	0.0	8803.0	100.0	100	247159	4881	1.0	0	88.36	218388.0
35	NZ_CP121138.1	1	3881	199136	203016	0.0	7000.0	100.0	100	247159	3881	1.0	0	88.36	218388.0
27_R	NZ_CP121138.1	1	8792	206653	215444	0.0	15856.0	100.0	100	247159	8792	1.0	0	88.36	218388.0
28	NZ_CP121138.1	1	6727	218883	225609	0.0	12132.0	100.0	100	247159	6727	1.0	0	88.36	218388.0
26	NZ_CP121138.1	1	13480	226430	239909	0.0	24310.0	100.0	100	247159	13480	1.0	0	88.36	218388.0
15_R	NZ_CP121140.1	51018	78036	1	27019	0.0	48726.0	100.0	100	192395	78036	1.0	0	82.45	158634.0
32	NZ_CP121140.1	1	4388	28043	32430	0.0	7914.0	100.0	100	192395	4388	1.0	0	82.45	158634.0
28	NZ_CP121140.1	1	6727	36689	43415	0.0	12132.0	100.0	100	192395	6727	1.0	0	82.45	158634.0
26	NZ_CP121140.1	1	13480	44236	57715	0.0	24310.0	100.0	100	192395	13480	1.0	0	82.45	158634.0
27	NZ_CP121140.1	1	8792	67023	75814	0.0	15856.0	100.0	100	192395	8792	1.0	0	82.45	158634.0
35_R	NZ_CP121140.1	1	3881	79451	83331	0.0	7000.0	100.0	100	192395	3881	1.0	0	82.45	158634.0
30	NZ_CP121140.1	1	4881	84153	89033	0.0	8803.0	100.0	100	192395	4881	1.0	0	82.45	158634.0
38_R	NZ_CP121140.1	1	2030	98094	100123	0.0	3644.0	99.803	100	192395	2030	1.0	0	82.45	158634.0
19_R	NZ_CP121140.1	3493	38393	103754	138654	0.0	62703.0	99.848	91	192395	38393	0.9090459198291356	0	82.45	158634.0
42	NZ_CP121140.1	1	1432	139093	140524	0.0	2583.0	100.0	100	192395	1432	1.0	0	82.45	158634.0
15_R	NZ_CP121140.1	1	51017	141293	192395	0.0	91776.0	99.804	100	192395	78036	1.0	0	82.45	158634.0
32_R	NZ_CP121142.1	1	4388	2879	7266	0.0	7914.0	100.0	100	247179	4388	1.0	0	88.35	218388.0
15	NZ_CP121142.1	1	78036	8290	86411	0.0	140500.0	99.873	100	247179	78036	1.0	0	88.35	218388.0
42_R	NZ_CP121142.1	1	1432	87180	88611	0.0	2583.0	100.0	100	247179	1432	1.0	0	88.35	218388.0
19	NZ_CP121142.1	1	34901	89050	123950	0.0	62703.0	99.848	91	247179	38393	0.9090459198291356	0	88.35	218388.0
38	NZ_CP121142.1	1	2030	127581	129610	0.0	3644.0	99.803	100	247179	2030	1.0	0	88.35	218388.0
22_R	NZ_CP121142.1	1	21725	129611	151335	0.0	39179.0	100.0	100	247179	21725	1.0	0	88.35	218388.0
23	NZ_CP121142.1	1	19616	152725	172340	0.0	35376.0	100.0	100	247179	19616	1.0	0	88.35	218388.0
24_R	NZ_CP121142.1	1	17994	173730	191724	0.0	32444.0	99.994	100	247179	17994	1.0	0	88.35	218388.0
56_R	NZ_CP121142.1	1	418	192097	192514	0.0	755.0	100.0	100	247179	418	1.0	0	88.35	218388.0
30_R	NZ_CP121142.1	1	4881	193455	198335	0.0	8803.0	100.0	100	247179	4881	1.0	0	88.35	218388.0
35	NZ_CP121142.1	1	3881	199157	203037	0.0	7000.0	100.0	100	247179	3881	1.0	0	88.35	218388.0
27_R	NZ_CP121142.1	1	8792	206674	215465	0.0	15856.0	100.0	100	247179	8792	1.0	0	88.35	218388.0
26_R	NZ_CP121142.1	1	13480	224773	238252	0.0	24310.0	100.0	100	247179	13480	1.0	0	88.35	218388.0
28_R	NZ_CP121142.1	1	6727	239073	245799	0.0	12132.0	100.0	100	247179	6727	1.0	0	88.35	218388.0
26_R	NZ_CP121144.1	2976	13480	1	10505	0.0	18945.0	100.0	78	247179	13480	0.7793026706231454	0	87.15	215413.0
28_R	NZ_CP121144.1	1	6727	11326	18052	0.0	12132.0	100.0	100	247179	6727	1.0	0	87.15	215413.0
32_R	NZ_CP121144.1	1	4388	22311	26698	0.0	7914.0	100.0	100	247179	4388	1.0	0	87.15	215413.0
15	NZ_CP121144.1	1	78036	27722	105843	0.0	140500.0	99.873	100	247179	78036	1.0	0	87.15	215413.0
42_R	NZ_CP121144.1	1	1432	106612	108043	0.0	2583.0	100.0	100	247179	1432	1.0	0	87.15	215413.0
19	NZ_CP121144.1	1	34901	108482	143382	0.0	62703.0	99.848	91	247179	38393	0.9090459198291356	0	87.15	215413.0
38	NZ_CP121144.1	1	2030	147013	149042	0.0	3644.0	99.803	100	247179	2030	1.0	0	87.15	215413.0
22_R	NZ_CP121144.1	1	21725	149043	170767	0.0	39179.0	100.0	100	247179	21725	1.0	0	87.15	215413.0
23	NZ_CP121144.1	1	19616	172157	191772	0.0	35376.0	100.0	100	247179	19616	1.0	0	87.15	215413.0
24_R	NZ_CP121144.1	1	17994	193162	211156	0.0	32444.0	99.994	100	247179	17994	1.0	0	87.15	215413.0
56_R	NZ_CP121144.1	1	418	211529	211946	0.0	755.0	100.0	100	247179	418	1.0	0	87.15	215413.0
30_R	NZ_CP121144.1	1	4881	212887	217767	0.0	8803.0	100.0	100	247179	4881	1.0	0	87.15	215413.0
35	NZ_CP121144.1	1	3881	218589	222469	0.0	7000.0	100.0	100	247179	3881	1.0	0	87.15	215413.0
27_R	NZ_CP121144.1	1	8792	226106	234897	0.0	15856.0	100.0	100	247179	8792	1.0	0	87.15	215413.0
22_R	NZ_CP121146.1	1	21725	28	21752	0.0	39179.0	100.0	100	247173	21725	1.0	0	88.34	218355.0
23_R	NZ_CP121146.1	1	19616	23142	42757	0.0	35376.0	100.0	100	247173	19616	1.0	0	88.34	218355.0
24_R	NZ_CP121146.1	1	17994	44147	62141	0.0	32444.0	99.994	100	247173	17994	1.0	0	88.34	218355.0
56_R	NZ_CP121146.1	1	418	62514	62931	0.0	755.0	100.0	100	247173	418	1.0	0	88.34	218355.0
30_R	NZ_CP121146.1	1	4881	63872	68752	0.0	8803.0	100.0	100	247173	4881	1.0	0	88.34	218355.0
35	NZ_CP121146.1	1	3881	69574	73454	0.0	7000.0	100.0	100	247173	3881	1.0	0	88.34	218355.0
27_R	NZ_CP121146.1	1	8792	77091	85882	0.0	15856.0	100.0	100	247173	8792	1.0	0	88.34	218355.0
26_R	NZ_CP121146.1	1	13480	95190	108669	0.0	24310.0	100.0	100	247173	13480	1.0	0	88.34	218355.0
28_R	NZ_CP121146.1	1	6727	109490	116216	0.0	12132.0	100.0	100	247173	6727	1.0	0	88.34	218355.0
32_R	NZ_CP121146.1	1	4388	120475	124862	0.0	7914.0	100.0	100	247173	4388	1.0	0	88.34	218355.0
15	NZ_CP121146.1	1	78036	125886	204007	0.0	140500.0	99.873	100	247173	78036	1.0	0	88.34	218355.0
42_R	NZ_CP121146.1	1	1432	204776	206207	0.0	2583.0	100.0	100	247173	1432	1.0	0	88.34	218355.0
19	NZ_CP121146.1	1	34901	206646	241546	0.0	62703.0	99.848	91	247173	38393	0.9090459198291356	0	88.34	218355.0
38	NZ_CP121146.1	1	1997	245177	247173	0.0	3602.0	100.0	98	247173	2030	0.983743842364532	0	88.34	218355.0
4	NZ_CP129740.1	192307	380628	6526	194822	0.0	335400.0	99.506	39	228963	487953	0.3859429084358534	0	82.24	188297.0
28_R	NZ_CP129791.1	1	6727	10528	17254	0.0	12132.0	100.0	100	241161	6727	1.0	0	83.61	201627.0
32_R	NZ_CP129791.1	1	4388	24802	29189	0.0	7914.0	100.0	100	241161	4388	1.0	0	83.61	201627.0
15	NZ_CP129791.1	1	78036	30213	108334	0.0	140500.0	99.875	100	241161	78036	1.0	0	83.61	201627.0
42_R	NZ_CP129791.1	1	1432	109103	110534	0.0	2583.0	100.0	100	241161	1432	1.0	0	83.61	201627.0
19	NZ_CP129791.1	1	34901	110973	145873	0.0	62703.0	99.848	91	241161	38393	0.9090459198291356	0	83.61	201627.0
38	NZ_CP129791.1	1	2030	149504	151533	0.0	3644.0	99.803	100	241161	2030	1.0	0	83.61	201627.0
22_R	NZ_CP129791.1	1	21725	151534	173258	0.0	39179.0	100.0	100	241161	21725	1.0	0	83.61	201627.0
23	NZ_CP129791.1	1	19616	174648	194263	0.0	35376.0	100.0	100	241161	19616	1.0	0	83.61	201627.0
24_R	NZ_CP129791.1	1	17994	195653	213647	0.0	32444.0	99.994	100	241161	17994	1.0	0	83.61	201627.0
56_R	NZ_CP129791.1	1	418	214020	214437	0.0	755.0	100.0	100	241161	418	1.0	0	83.61	201627.0
30_R	NZ_CP129791.1	1	4881	215378	220258	0.0	8803.0	100.0	100	241161	4881	1.0	0	83.61	201627.0
35	NZ_CP129791.1	1	3881	221080	224960	0.0	7000.0	100.0	100	241161	3881	1.0	0	83.61	201627.0
27_R	NZ_CP129791.1	1	5511	228597	234107	0.0	9939.0	100.0	100	241161	8792	0.6268198362147407	0	83.61	201627.0
38	NZ_CP131947.1	1	2030	1255	3284	0.0	3644.0	99.803	100	246740	2030	1.0	0	88.33	217949.0
22_R	NZ_CP131947.1	1	21725	3285	25018	0.0	39158.0	99.959	100	246740	21725	1.0	0	88.33	217949.0
23	NZ_CP131947.1	1	19616	26408	46023	0.0	35371.0	99.995	100	246740	19616	1.0	0	88.33	217949.0
24_R	NZ_CP131947.1	1	17994	47413	65407	0.0	32444.0	99.994	100	246740	17994	1.0	0	88.33	217949.0
56_R	NZ_CP131947.1	1	418	65780	66197	0.0	755.0	100.0	100	246740	418	1.0	0	88.33	217949.0
30_R	NZ_CP131947.1	1	4881	67138	72018	0.0	8803.0	100.0	100	246740	4881	1.0	0	88.33	217949.0
35	NZ_CP131947.1	1	3881	72840	76720	0.0	7000.0	100.0	100	246740	3881	1.0	0	88.33	217949.0
27_R	NZ_CP131947.1	1	8792	80357	89148	0.0	15856.0	100.0	100	246740	8792	1.0	0	88.33	217949.0
28	NZ_CP131947.1	1	6727	92587	99313	0.0	12132.0	100.0	100	246740	6727	1.0	0	88.33	217949.0
26_R	NZ_CP131947.1	1	13407	106560	119966	0.0	24179.0	100.0	99	246740	13480	0.9945845697329376	0	88.33	217949.0
32_R	NZ_CP131947.1	376	4388	123668	127680	0.0	7238.0	100.0	91	246740	4388	0.9145396536007292	0	88.33	217949.0
15	NZ_CP131947.1	1	78036	128704	206825	0.0	140500.0	99.875	100	246740	78036	1.0	0	88.33	217949.0
42_R	NZ_CP131947.1	1	1432	207594	209025	0.0	2583.0	100.0	100	246740	1432	1.0	0	88.33	217949.0
19	NZ_CP131947.1	1	34901	209464	244364	0.0	62699.0	99.845	91	246740	38393	0.9090459198291356	0	88.33	217949.0
32_R	NZ_CP133742.1	376	4388	2882	6894	0.0	7238.0	100.0	91	246730	4388	0.9145396536007292	0	88.33	217939.0
15	NZ_CP133742.1	1	78036	7918	86039	0.0	140500.0	99.876	100	246730	78036	1.0	0	88.33	217939.0
42_R	NZ_CP133742.1	1	1432	86808	88239	0.0	2583.0	100.0	100	246730	1432	1.0	0	88.33	217939.0
19	NZ_CP133742.1	1	34901	88678	123578	0.0	62699.0	99.845	91	246730	38393	0.9090459198291356	0	88.33	217939.0
38	NZ_CP133742.1	1	2030	127209	129238	0.0	3644.0	99.803	100	246730	2030	1.0	0	88.33	217939.0
22_R	NZ_CP133742.1	1	21725	129239	150962	0.0	39171.0	99.995	100	246730	21725	1.0	0	88.33	217939.0
23	NZ_CP133742.1	1	19616	152352	171967	0.0	35371.0	99.995	100	246730	19616	1.0	0	88.33	217939.0
24_R	NZ_CP133742.1	1	17994	173357	191351	0.0	32444.0	99.994	100	246730	17994	1.0	0	88.33	217939.0
56_R	NZ_CP133742.1	1	418	191724	192141	0.0	755.0	100.0	100	246730	418	1.0	0	88.33	217939.0
30_R	NZ_CP133742.1	1	4881	193082	197962	0.0	8803.0	100.0	100	246730	4881	1.0	0	88.33	217939.0
35	NZ_CP133742.1	1	3881	198784	202664	0.0	7000.0	100.0	100	246730	3881	1.0	0	88.33	217939.0
27_R	NZ_CP133742.1	1	8792	206301	215092	0.0	15856.0	100.0	100	246730	8792	1.0	0	88.33	217939.0
28	NZ_CP133742.1	1	6727	218531	225257	0.0	12132.0	100.0	100	246730	6727	1.0	0	88.33	217939.0
26_R	NZ_CP133742.1	1	13407	232504	245910	0.0	24179.0	100.0	99	246730	13480	0.9945845697329376	0	88.33	217939.0
42_R	NZ_CP133845.1	1	1432	5035	6466	0.0	2583.0	100.0	100	229024	1432	1.0	0	87.44	200269.0
19	NZ_CP133845.1	1	34901	6905	41805	0.0	62703.0	99.848	91	229024	38393	0.9090459198291356	0	87.44	200269.0
38	NZ_CP133845.1	1	2030	45436	47465	0.0	3644.0	99.803	100	229024	2030	1.0	0	87.44	200269.0
22_R	NZ_CP133845.1	1	21725	47466	69190	0.0	39179.0	100.0	100	229024	21725	1.0	0	87.44	200269.0
23	NZ_CP133845.1	1	19616	70580	90195	0.0	35367.0	99.99	100	229024	19616	1.0	0	87.44	200269.0
24_R	NZ_CP133845.1	1	17994	91585	109579	0.0	32440.0	99.989	100	229024	17994	1.0	0	87.44	200269.0
56_R	NZ_CP133845.1	1	418	109952	110369	0.0	755.0	100.0	100	229024	418	1.0	0	87.44	200269.0
30_R	NZ_CP133845.1	1	4881	111310	116190	0.0	8803.0	100.0	100	229024	4881	1.0	0	87.44	200269.0
35	NZ_CP133845.1	1	3881	117012	120892	0.0	7000.0	100.0	100	229024	3881	1.0	0	87.44	200269.0
27_R	NZ_CP133845.1	1	8792	124529	133321	0.0	15850.0	99.989	100	229024	8792	1.0	0	87.44	200269.0
28	NZ_CP133845.1	1	6727	136760	143486	0.0	12132.0	100.0	100	229024	6727	1.0	0	87.44	200269.0
32_R	NZ_CP133845.1	376	4388	150132	154144	0.0	7238.0	100.0	91	229024	4388	0.9145396536007292	0	87.44	200269.0
15	NZ_CP133845.1	1	73770	155168	229024	0.0	132800.0	99.863	95	229024	78036	0.9453329232661848	0	87.44	200269.0
27	NZ_CP141555.1	1	8792	2060	10851	0.0	15856.0	100.0	100	246730	8792	1.0	0	88.33	217941.0
35_R	NZ_CP141555.1	1	3881	14488	18368	0.0	7000.0	100.0	100	246730	3881	1.0	0	88.33	217941.0
30	NZ_CP141555.1	1	4881	19190	24070	0.0	8803.0	100.0	100	246730	4881	1.0	0	88.33	217941.0
